INV_NO;DEPTO;OFICINA_NO;AUXILIAR;PARTIDA_NO;COD_ENTIDAD;COD_ANTIGUO;SERIE;DESCRIPCION;ESTADO;GEOGRAFICA;ESPECIFICA;EMP_NO;PROCEDENCIA;FECHA_INGRESO;OBSERVACIONES
AF-4608;LA PAZ;OF-08;IMPRESORA;PART-05;20505050522;SIN CODIGO;BRCSF67L7Y;IMPRESORA MARCA HP MOD. LASERJET P1606 DN;BUENO;AV. JUAN PABLO II Nº 45 ESQ. CALLE 4 ZONA FERROPRETOL;LEGAL;E-24;ENTIDAD;31/3/2015;-
AF-4609;LA PAZ;OF-01;IMPRESORA;PART-05;20505050520;SIN CODIGO;BRCSF7TLY9;IMPRESORA MARCA HP MOD. LASERJET P1606 DN;BUENO;CALLE BOLIVAR S/N;SANEAMIENTO DOCUMENTAL PISO 4;E-135;ENTIDAD;31/3/2015;-
AF-4610;LA PAZ;OF-01;IMPRESORA;PART-05;20505050521;SIN CODIGO;BRCSF52LBK;IMPRESORA MARCA HP MODL LASERJET P1606 DN;BUENO;CALLE BOLIVAR S/N;SANEAMIENTO DOCUMENTAL PISO 4;E-140;ENTIDAD;31/3/2015;-
AF-4611;LA PAZ;OF-13;PLASTIFICADORAS;PART-03;20503170185;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS MOD SLU320;REGULAR;CALLE BOLIVAR S/N;1 PISO;E-167;ENTIDAD;31/3/2015;-
AF-4612;LA PAZ;OF-13;HUB USB;PART-06;20311110001;CNE-MHB-0009;OU93USA1G03268;HUB USB MARCA IOGEAR MOD. GUH285 DE 4 PUERTOS DE ALIMENTACION;REGULAR;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-147;ENTIDAD;31/3/2015;-
AF-4613;LA PAZ;OF-13;HUB USB;PART-06;20310100022;CNE-FHB-1564;OU93USA1G02645;HUB USB MARCA IOGEAR MOD. GUH285 DE 4 PUERTOS DE ALIMENTACION;REGULAR;CALLE BOLIVAR S/N;4 PISO;E-33;ENTIDAD;31/3/2015;-
AF-4614;LA PAZ;OF-13;CABLE;PART-06;SIN CODIGO;SIN CODIGO;-;CABLE EXTENCION DE 6 MTS. COLOR AMARILLO;REGULAR;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-147;ENTIDAD;31/3/2015;-
AF-4615;LA PAZ;OF-13;CABLE;PART-06;SIN CODIGO;SIN CODIGO;-;CABLE EXTENCION DE 6 MTS. COLOR AMARILLO;REGULAR;CALLE BOLIVAR S/N;4 PISO;E-33;ENTIDAD;31/3/2015;-
AF-4616;LA PAZ;OF-13;BANNERS;PART-06;SIN CODIGO;SIN CODIGO;-;BANNER Y PORTA BANNER CON BASE DE METAL;REGULAR;CALLE BOLIVAR S/N;OPERACIONES PISO 2;E-147;ENTIDAD;31/3/2015;-
AF-4617;LA PAZ;OF-13;PLASTIFICADORA;PART-03;20503170337;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS POWER MOD. SLU 320;BUENO;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;18/5/2015;-
AF-4618;LA PAZ;OF-13;PLASTIFICADORA;PART-03;20503170338;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS POWER MOD. SLU 320;BUENO;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;18/5/2015;-
AF-4619;LA PAZ;OF-13;PLASTIFICADORA;PART-03;20503170339;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS POWER MOD. SLU 320;BUENO;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;18/5/2015;-
AF-4620;LA PAZ;OF-13;PLASTIFICADORA;PART-03;20503170340;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS POWER MOD. SLU 320;BUENO;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;18/5/2015;-
AF-4621;LA PAZ;OF-13;PLASTIFICADORA;PART-03;20503170341;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS POWER MOD. SLU 320;BUENO;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;18/5/2015;-
AF-4622;LA PAZ;OF-13;PLASTIFICADORA;PART-03;20503170342;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS POWER MOD. SLU 320;BUENO;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;18/5/2015;-
AF-4623;LA PAZ;OF-13;PLASTIFICADORA;PART-03;20503170343;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS POWER MOD. SLU 320;BUENO;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;18/5/2015;-
AF-4624;LA PAZ;OF-13;PLASTIFICADORA;PART-03;20503170344;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS POWER MOD. SLU 320;BUENO;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;18/5/2015;-
AF-4625;LA PAZ;OF-13;PLASTIFICADORA;PART-03;20503170345;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS POWER MOD. SLU 320;BUENO;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;18/5/2015;-
AF-4626;LA PAZ;OF-13;PLASTIFICADORA;PART-03;20503170346;SIN CODIGO;-;PLASTIFICADORA MARCA UYUS POWER MOD. SLU 320;BUENO;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;18/5/2015;-
AF-4627;LA PAZ;OF-11;BANNERS;PART-06;SIN CODIGO;SIN CODIGO;-;BANNER Y PORTA BANNER CON BASE DE METAL;BUENO;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-04;ENTIDAD;29/5/2015;-
AF-4628;LA PAZ;OF-11;BANNERS;PART-06;SIN CODIGO;SIN CODIGO;-;BANNER Y PORTA BANNER CON BASE DE METAL;REGULAR;AV. MANCO KAPAC PLAZA DEL ESTUDIANTE;OPERACIONES PISO 1;E-01;ENTIDAD;29/5/2015;-
AF-4629;LA PAZ;OF-13;HUB USB;PART-06;20310100028;SIN CODIGO;OU93USA1G03686;HUB USB MARCA IOGEAR MOD. GUH285 DE 4 PUERTOS DE ALIMENTACION;REGULAR;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;1/6/2015;-
AF-4630;LA PAZ;OF-13;HUB USB;PART-06;20310100013;CNE-FHB-1542;OU93USA1G02651;HUB USB MARCA IOGEAR MOD. GUH285 DE 4 PUERTOS DE ALIMENTACION;REGULAR;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;1/6/2015;-
AF-4631;LA PAZ;OF-13;HUB USB;PART-06;20310100029;CNE-FHB-1587;OU93USA1G01820;HUB USB MARCA IOGEAR MOD. GUH285 DE 4 PUERTOS DE ALIMENTACION;REGULAR;CALLE BOLIVAR S/N;PISO 4;E-33;ENTIDAD;1/6/2015;-
AF-4632;LA PAZ;OF-01;CPU;PART-05;20505020246;SIN CODIGO;MXL4091NN6;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-90;ENTIDAD;2/6/2015;-
AF-4633;LA PAZ;OF-01;MONITOR;PART-05;20505010229;SIN CODIGO;6CM3524661;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-90;ENTIDAD;2/6/2015;-
AF-4634;LA PAZ;OF-01;TECLADO;PART-06;20505120211;SIN CODIGO;BDMHE0CHH5W9A4;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-90;ENTIDAD;2/6/2015;-
AF-4635;LA PAZ;OF-01;MOUSE;PART-06;20505130200;SIN CODIGO;FCMHH0A9W5YEPLW;MOUSE MARCA HP;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-90;ENTIDAD;2/6/2015;-
AF-4636;LA PAZ;OF-01;CPU;PART-05;20505020278;SIN CODIGO;MXL4091N6W;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-91;ENTIDAD;2/6/2015;-
AF-4637;LA PAZ;OF-01;MONITOR;PART-05;20505010261;SIN CODIGO;6CM3524666;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-91;ENTIDAD;2/6/2015;-
AF-4638;LA PAZ;OF-01;TECLADO;PART-06;20505120243;SIN CODIGO;BDMHE0CHH5W32V;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-91;ENTIDAD;2/6/2015;-
AF-4639;LA PAZ;OF-01;MOUSE;PART-06;20505130232;SIN CODIGO;FCMHH0CQW5Y58N;MOUSE MARCA HP;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-91;ENTIDAD;2/6/2015;-
AF-4640;LA PAZ;OF-01;CPU;PART-05;20505020283;SIN CODIGO;MXL4091NC2;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-92;ENTIDAD;2/6/2015;-
AF-4641;LA PAZ;OF-01;MONITOR;PART-05;20505010266;SIN CODIGO;6CM35246B5;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-92;ENTIDAD;2/6/2015;-
AF-4642;LA PAZ;OF-01;TECLADO;PART-06;20505120248;SIN CODIGO;BDMHE0CHH5W338;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-92;ENTIDAD;2/6/2015;-
AF-4643;LA PAZ;OF-01;MOUSE;PART-06;20505130237;SIN CODIGO;FCMHH0A9W5YFS8;MOUSE MARCA HP;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-92;ENTIDAD;2/6/2015;-
AF-4644;LA PAZ;OF-01;CPU;PART-05;20505020323;SIN CODIGO;MXL4091N0C;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-94;ENTIDAD;2/6/2015;-
AF-4645;LA PAZ;OF-01;MONITOR;PART-05;20505010306;SIN CODIGO;6CM35246B7;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-94;ENTIDAD;2/6/2015;-
AF-4646;LA PAZ;OF-01;TECLADO;PART-06;20505120288;SIN CODIGO;BDMHE0CHH5WACL;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-94;ENTIDAD;2/6/2015;-
AF-4647;LA PAZ;OF-01;MOUSE;PART-06;20505130277;SIN CODIGO;FCMHH0A9W5YEWR;MOUSE MARCA HP;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-94;ENTIDAD;2/6/2015;-
AF-4648;LA PAZ;OF-01;CPU;PART-05;20505020340;SIN CODIGO;MXL4091NB3;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-95;ENTIDAD;2/6/2015;-
AF-4649;LA PAZ;OF-01;MONITOR;PART-05;20505010323;SIN CODIGO;6CM42333B3;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-95;ENTIDAD;2/6/2015;-
AF-4650;LA PAZ;OF-01;TECLADO;PART-06;20505120305;SIN CODIGO;BDMHE0CHH5W99E;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-95;ENTIDAD;2/6/2015;-
AF-4651;LA PAZ;OF-01;MOUSE;PART-06;20505130294;SIN CODIGO;FCMHH0CQW5Y4PN;MOUSE MARCA HP;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-95;ENTIDAD;2/6/2015;-
AF-4652;LA PAZ;OF-01;CPU;PART-05;20505020381;SIN CODIGO;MXL4091NLP;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-98;ENTIDAD;2/6/2015;-
AF-4653;LA PAZ;OF-01;MONITOR;PART-05;20505010364;SIN CODIGO;6CM352466R;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-98;ENTIDAD;2/6/2015;-
AF-4654;LA PAZ;OF-01;TECLADO;PART-06;20505120346;SIN CODIGO;BDMHE0CHH5W6DD;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-98;ENTIDAD;2/6/2015;-
AF-4655;LA PAZ;OF-01;MOUSE;PART-06;20505130335;SIN CODIGO;FCMHH0CQW5Y4WB;MOUSE MARCA HP;BUENO;CALLE MEXICO EDIF. CHUQUIAGO;OPERACIONES;E-98;ENTIDAD;2/6/2015;-
AF-4656;LA PAZ;OF-08;CPU;PART-05;20505020253;SIN CODIGO;MXL4091NFT;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;AV. JUAN PABLO II;OPERACIONES;E-11;ENTIDAD;2/6/2015;-
AF-4657;LA PAZ;OF-08;MONITOR;PART-05;20505010236;SIN CODIGO;6CM4030Q1P;"MONITOR HP LV1911 18,5"" LED";BUENO;AV. JUAN PABLO II;OPERACIONES;E-11;ENTIDAD;2/6/2015;-
AF-4658;LA PAZ;OF-08;TECLADO;PART-06;20505120218;SIN CODIGO;BDMHE0CHH5W9AA;TECLADO MARCA HP MOD. KB57211;BUENO;AV. JUAN PABLO II;OPERACIONES;E-11;ENTIDAD;2/6/2015;-
AF-4659;LA PAZ;OF-08;MOUSE;PART-06;20505130207;SIN CODIGO;FCMHH0A9W5YF1Q;MOUSE MARCA HP;BUENO;AV. JUAN PABLO II;OPERACIONES;E-11;ENTIDAD;2/6/2015;-
AF-4660;LA PAZ;OF-08;CPU;PART-05;20505020272;SIN CODIGO;MXL4091N9V;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;AV. JUAN PABLO II;OPERACIONES;E-11;ENTIDAD;2/6/2015;-
AF-4661;LA PAZ;OF-08;MONITOR;PART-05;20505010255;SIN CODIGO;6CM42331BK;"MONITOR HP LV1911 18,5"" LED";BUENO;AV. JUAN PABLO II;OPERACIONES;E-11;ENTIDAD;2/6/2015;-
AF-4662;LA PAZ;OF-08;TECLADO;PART-06;20505120237;SIN CODIGO;BDMHE0CHH5W349;TECLADO MARCA HP MOD. KB57211;BUENO;AV. JUAN PABLO II;OPERACIONES;E-11;ENTIDAD;2/6/2015;-
AF-4663;LA PAZ;OF-08;MOUSE;PART-06;20505130226;SIN CODIGO;FCMHH0CQW5Y4PR;MOUSE MARCA HP;BUENO;AV. JUAN PABLO II;OPERACIONES;E-11;ENTIDAD;2/6/2015;-
AF-4664;LA PAZ;OF-08;CPU;PART-05;20505020273;SIN CODIGO;MXL4091NLG;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;AV. JUAN PABLO II;OPERACIONES;E-17;ENTIDAD;2/6/2015;-
AF-4665;LA PAZ;OF-08;MONITOR;PART-05;20505010256;SIN CODIGO;6CM3524665;"MONITOR HP LV1911 18,5"" LED";BUENO;AV. JUAN PABLO II;OPERACIONES;E-17;ENTIDAD;2/6/2015;-
AF-4666;LA PAZ;OF-08;TECLADO;PART-06;20505120238;SIN CODIGO;BDMHE0CHH5WBBG;TECLADO MARCA HP MOD. KB57211;BUENO;AV. JUAN PABLO II;OPERACIONES;E-17;ENTIDAD;2/6/2015;-
AF-4667;LA PAZ;OF-08;MOUSE;PART-06;20505130227;SIN CODIGO;FCMHH0CQW5Y4WS;MOUSE MARCA HP;BUENO;AV. JUAN PABLO II;OPERACIONES;E-17;ENTIDAD;2/6/2015;-
AF-4668;LA PAZ;OF-08;CPU;PART-05;20505020303;SIN CODIGO;MXL4091N6J;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;AV. JUAN PABLO II;OPERACIONES;E-23;ENTIDAD;2/6/2015;-
AF-4669;LA PAZ;OF-08;MONITOR;PART-05;20505010286;SIN CODIGO;6CM423339X;"MONITOR HP LV1911 18,5"" LED";BUENO;AV. JUAN PABLO II;OPERACIONES;E-23;ENTIDAD;2/6/2015;-
AF-4670;LA PAZ;OF-08;TECLADO;PART-06;20505120268;SIN CODIGO;BDMHE0C5Y5U030;TECLADO MARCA HP MOD. KB57211;BUENO;AV. JUAN PABLO II;OPERACIONES;E-23;ENTIDAD;2/6/2015;-
AF-4671;LA PAZ;OF-08;MOUSE;PART-06;20505130257;SIN CODIGO;FCMHH0CQW5Y4VH;MOUSE MARCA HP;BUENO;AV. JUAN PABLO II;OPERACIONES;E-23;ENTIDAD;2/6/2015;-
AF-4672;LA PAZ;OF-08;CPU;PART-05;20505020312;SIN CODIGO;MXL4091NMK;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;AV. JUAN PABLO II;OPERACIONES;E-24;ENTIDAD;2/6/2015;-
AF-4673;LA PAZ;OF-08;MONITOR;PART-05;20505010295;SIN CODIGO;6CM42333B2;"MONITOR HP LV1911 18,5"" LED";BUENO;AV. JUAN PABLO II;OPERACIONES;E-24;ENTIDAD;2/6/2015;-
AF-4674;LA PAZ;OF-08;TECLADO;PART-06;20505120277;SIN CODIGO;BDMHE0CHH5W6H9;TECLADO MARCA HP MOD. KB57211;BUENO;AV. JUAN PABLO II;OPERACIONES;E-24;ENTIDAD;2/6/2015;-
AF-4675;LA PAZ;OF-08;MOUSE;PART-06;20505130266;SIN CODIGO;FCMHH0A9W5YG6M;MOUSE MARCA HP;BUENO;AV. JUAN PABLO II;OPERACIONES;E-24;ENTIDAD;2/6/2015;-
AF-4676;LA PAZ;OF-01;CPU;PART-05;20505020343;SIN CODIGO;MXL4091NLM;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE BOLIVAR S/N;JURIDICA;E-168;ENTIDAD;2/6/2015;-
AF-4677;LA PAZ;OF-01;MONITOR;PART-05;20505010326;SIN CODIGO;6CM3524667;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE BOLIVAR S/N;JURIDICA;E-168;ENTIDAD;2/6/2015;-
AF-4678;LA PAZ;OF-01;TECLADO;PART-06;20505120308;SIN CODIGO;BDMHE0CHH5WBDB;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE BOLIVAR S/N;JURIDICA;E-168;ENTIDAD;2/6/2015;-
AF-4679;LA PAZ;OF-01;MOUSE;PART-06;20505130297;SIN CODIGO;FCMHH0CQW5Y4VT;MOUSE MARCA HP;BUENO;CALLE BOLIVAR S/N;JURIDICA;E-168;ENTIDAD;2/6/2015;-
AF-4680;LA PAZ;OF-13;CPU;PART-05;20505020374;SIN CODIGO;MXL4091N9H;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-33;ENTIDAD;2/6/2015;-
AF-4681;LA PAZ;OF-13;MONITOR;PART-05;20505010357;SIN CODIGO;6CM423338R;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-33;ENTIDAD;2/6/2015;-
AF-4682;LA PAZ;OF-13;TECLADO;PART-06;20505120339;SIN CODIGO;BDMHE0CHH5W99G;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-33;ENTIDAD;2/6/2015;-
AF-4683;LA PAZ;OF-13;MOUSE;PART-06;20505130328;SIN CODIGO;FCMHH0CQW5Y4PY;MOUSE MARCA HP;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-33;ENTIDAD;2/6/2015;-
AF-4684;LA PAZ;OF-09;CPU;PART-05;20505020335;SIN CODIGO;MXL4091NB6;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE 4 S/N ZONA PACAJES CALUYO;OPERACIONES;E-102;ENTIDAD;2/6/2015;-
AF-4685;LA PAZ;OF-09;MONITOR;PART-05;20505010318;SIN CODIGO;6CM423338P;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE 4 S/N ZONA PACAJES CALUYO;OPERACIONES;E-102;ENTIDAD;2/6/2015;-
AF-4686;LA PAZ;OF-09;TECLADO;PART-06;20505120300;SIN CODIGO;BDMHE0CHH5W375;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE 4 S/N ZONA PACAJES CALUYO;OPERACIONES;E-102;ENTIDAD;2/6/2015;-
AF-4687;LA PAZ;OF-09;MOUSE;PART-06;20505130289;SIN CODIGO;FCMHH0CQW5Y4PQ;MOUSE MARCA HP;BUENO;CALLE 4 S/N ZONA PACAJES CALUYO;OPERACIONES;E-102;ENTIDAD;2/6/2015;-
AF-4688;LA PAZ;OF-01;CPU;PART-05;20505020257;SIN CODIGO;MXL4091NBG;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-102;ENTIDAD;2/6/2015;-
AF-4689;LA PAZ;OF-01;MONITOR;PART-05;20505010240;SIN CODIGO;6CM423338W;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-102;ENTIDAD;2/6/2015;-
AF-4690;LA PAZ;OF-01;TECLADO;PART-06;20505120222;SIN CODIGO;BDMHE0C5YU0M5;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-102;ENTIDAD;2/6/2015;-
AF-4691;LA PAZ;OF-01;MOUSE;PART-06;20505130211;SIN CODIGO;FCMHH0A9W5YFSF;MOUSE MARCA HP;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-102;ENTIDAD;2/6/2015;-
AF-4692;LA PAZ;OF-01;CPU;PART-05;20505020275;SIN CODIGO;MXL4091NKN;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE BOLIVAR S/N;SANEAMIENTO;E-102;ENTIDAD;2/6/2015;-
AF-4693;LA PAZ;OF-01;MONITOR;PART-05;20505010258;SIN CODIGO;6CM352466H;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE BOLIVAR S/N;SANEAMIENTO;E-102;ENTIDAD;2/6/2015;-
AF-4694;LA PAZ;OF-01;TECLADO;PART-06;20505120240;SIN CODIGO;BDMHE0CHH5W9FQ;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE BOLIVAR S/N;SANEAMIENTO;E-102;ENTIDAD;2/6/2015;-
AF-4695;LA PAZ;OF-01;MOUSE;PART-06;20505130229;SIN CODIGO;FCMHH0CQW5Y4WI;MOUSE MARCA HP;BUENO;CALLE BOLIVAR S/N;SANEAMIENTO;E-102;ENTIDAD;2/6/2015;-
AF-4696;LA PAZ;OF-01;CPU;PART-05;20505020296;SIN CODIGO;MXL4091N76;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-137;ENTIDAD;2/6/2015;-
AF-4697;LA PAZ;OF-01;MONITOR;PART-05;20505010279;SIN CODIGO;6CM352465V;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-137;ENTIDAD;2/6/2015;-
AF-4698;LA PAZ;OF-01;TECLADO;PART-06;20505120261;SIN CODIGO;BDMHE0CHH5WBAB;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-137;ENTIDAD;2/6/2015;-
AF-4699;LA PAZ;OF-01;MOUSE;PART-06;20505130250;SIN CODIGO;FCMHH0CQW5Y56U;MOUSE MARCA HP;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-137;ENTIDAD;2/6/2015;-
AF-4700;LA PAZ;OF-01;CPU;PART-05;20505020338;SIN CODIGO;MXL4091NK4;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-156;ENTIDAD;2/6/2015;-
AF-4701;LA PAZ;OF-01;MONITOR;PART-05;20505010321;SIN CODIGO;6CM4233120;"MONITOR HP LV1911 18,5"" LED";BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-156;ENTIDAD;2/6/2015;-
AF-4702;LA PAZ;OF-01;TECLADO;PART-06;20505120303;SIN CODIGO;BDMHE0CHH5W9DJ;TECLADO MARCA HP MOD. KB57211;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-156;ENTIDAD;2/6/2015;-
AF-4703;LA PAZ;OF-01;MOUSE;PART-06;20505130292;SIN CODIGO;FCMHH0CQW5Y4X9;MOUSE MARCA HP;BUENO;CALLE BOLIVAR S/N;OPERACIONES;E-156;ENTIDAD;2/6/2015;-
AF-4704;LA PAZ;OF-04;CPU;PART-05;20505020341;SIN CODIGO;MXL4091NKY;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;SUB-ALCALDIA DISTRITO - 1;OPERACIONES;E-181;ENTIDAD;2/6/2015;-
AF-4705;LA PAZ;OF-04;MONITOR;PART-05;20505010324;SIN CODIGO;6CM423339S;"MONITOR HP LV1911 18,5"" LED";BUENO;SUB-ALCALDIA DISTRITO - 1;OPERACIONES;E-181;ENTIDAD;2/6/2015;-
AF-4706;LA PAZ;OF-04;TECLADO;PART-06;20505120306;SIN CODIGO;BDMHE0CHH5W6BR;TECLADO MARCA HP MOD. KB57211;BUENO;SUB-ALCALDIA DISTRITO - 1;OPERACIONES;E-181;ENTIDAD;2/6/2015;-
AF-4707;LA PAZ;OF-04;MOUSE;PART-06;20505130295;SIN CODIGO;FCMHH0CQW5Y4XL;MOUSE MARCA HP;BUENO;SUB-ALCALDIA DISTRITO - 1;OPERACIONES;E-181;ENTIDAD;2/6/2015;-
AF-4708;LA PAZ;OF-07;CPU;PART-05;20505020274;SIN CODIGO;MXL4091NC1;CPU MARCA HP 400 G1 4TA GENERACION CORE I3-4130, 3,40 GHZ 500 GB;BUENO;AV. JUAN PABLO II;OPERACIONES;E-77;ENTIDAD;2/6/2015;-
AF-4709;LA PAZ;OF-07;MONITOR;PART-05;20505010257;SIN CODIGO;6CM423319J;"MONITOR HP LV1911 18,5"" LED";BUENO;AV. JUAN PABLO II;OPERACIONES;E-77;ENTIDAD;2/6/2015;-
AF-4710;LA PAZ;OF-07;TECLADO;PART-06;20505120239;SIN CODIGO;BDMHE0CHH5W33B;TECLADO MARCA HP MOD. KB57211;BUENO;AV. JUAN PABLO II;OPERACIONES;E-77;ENTIDAD;2/6/2015;-
AF-4711;LA PAZ;OF-07;MOUSE;PART-06;20505130228;SIN CODIGO;FCMHH0A9W5YFTG;MOUSE MARCA HP;BUENO;AV. JUAN PABLO II;OPERACIONES;E-77;ENTIDAD;2/6/2015;-
